cartodb_id,the_geom,gisjoin,total,cnty_trct,tracta,countya,statea,name,county,state,year,field_2,otherunspecified,africanlanguages,hebrew,arabic,hungarian,othernorthamericanindian,navajo,otherpacificisland,tagalog,otherasian,vietnamese,laotian,thai,hmong,mon_khmer,korean,japanese,chinese,otherindo_european,otherindic,urdu,hindi,gujarati,persian,armenian,otherslavic,serbo_croatian,polish,russian,greek,scandinavian,otherwestgermanic,yiddish,german,portuguese,italian,frenchcreole,french,spanish,onlyenglish
1807,,3600810066400,9351,8166400,66400,81,36,"Census Tract 664, Queens County, New York",Queens County,New York,2010-2014,,0,0.045,0,0.003,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0.008,0,0,0,0,0,0,0,0,0.002,0,0.002,0,0,0,0.003,0.065,0.026,0.073,0.757
1808,,3600810066501,3148,8166501,66501,81,36,"Census Tract 665.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.012,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0.041,0,0,0,0,0,0,0.009,0.007,0.04,0.034,0.008,0.003,0,0,0.019,0,0.092,0,0,0.035,0.688
1809,,3600810066701,2417,8166701,66701,81,36,"Census Tract 667.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.018,0.006,0,0,0,0,0.008,0.004,0,0.108,0,0.026,0,0,0,0.019,0.006,0.115,0,0,0.123,0.553
1810,,3600810066900,1521,8166900,66900,81,36,"Census Tract 669, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.008,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0.024,0.033,0,0,0,0,0,0.007,0.011,0.012,0.095,0.004,0,0,0,0,0.003,0,0.142,0,0,0,0.655
1811,,3600810067100,1943,8167100,67100,81,36,"Census Tract 671, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.003,0.007,0,0,0,0,0,0,0,0.081,0.022,0,0,0,0,0,0,0.008,0.026,0.035,0.007,0.003,0,0,0,0.006,0,0.037,0,0.009,0.062,0.695
1812,,3600810067700,1806,8167700,67700,81,36,"Census Tract 677, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.004,0.002,0.091,0.024,0,0,0,0,0,0,0,0,0.024,0.007,0.014,0,0,0,0.022,0,0.032,0,0,0.044,0.73
1813,,3600810067900,3567,8167900,67900,81,36,"Census Tract 679, Queens County, New York",Queens County,New York,2010-2014,,0.01,0,0,0.042,0.005,0,0,0.007,0,0,0,0,0,0,0,0.018,0,0.017,0.018,0.01,0,0.011,0,0.007,0.002,0.027,0,0.044,0.14,0.003,0,0,0.002,0.007,0.003,0.018,0,0.013,0.272,0.325
1814,,3600810068000,4800,8168000,68000,81,36,"Census Tract 680, Queens County, New York",Queens County,New York,2010-2014,,0,0.015,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.045,0.008,0.046,0.851
1815,,3600810068200,1196,8168200,68200,81,36,"Census Tract 682, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.005,0.016,0.844
1816,,3600810068300,4409,8168300,68300,81,36,"Census Tract 683, Queens County, New York",Queens County,New York,2010-2014,,0,0.005,0,0.034,0,0,0,0.009,0.016,0.021,0.002,0,0.014,0,0,0.004,0,0.103,0.005,0.067,0.026,0.059,0.013,0,0,0,0,0.015,0.007,0,0,0,0,0,0,0.001,0.002,0.008,0.441,0.148
1817,,3600810068700,4094,8168700,68700,81,36,"Census Tract 687, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.016,0.005,0,0,0.043,0.073,0.022,0,0,0.011,0,0,0.007,0,0.135,0.026,0.029,0.002,0.077,0.019,0,0.005,0.006,0.002,0.006,0.084,0.015,0,0,0,0,0,0.005,0,0.004,0.147,0.262
1818,,3600810069000,3497,8169000,69000,81,36,"Census Tract 690, Queens County, New York",Queens County,New York,2010-2014,,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0.024,0.855
1819,,3600810069300,2501,8169300,69300,81,36,"Census Tract 693, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.008,0,0.003,0,0,0,0.024,0.008,0,0,0,0,0,0,0.034,0.176,0.025,0.006,0.006,0.031,0,0.006,0.002,0,0,0.016,0.144,0,0,0,0,0.002,0.046,0.002,0,0,0.263,0.198
1820,,3600810069400,3122,8169400,69400,81,36,"Census Tract 694, Queens County, New York",Queens County,New York,2010-2014,,0,0.021,0,0,0,0.011,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0.014,0.052,0.78
1821,,3600810069500,1764,8169500,69500,81,36,"Census Tract 695, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.003,0,0,0,0.006,0,0.006,0,0,0,0,0.029,0.007,0.188,0.028,0.003,0,0.017,0.009,0,0,0,0,0.031,0.152,0,0,0,0,0,0.015,0.019,0,0,0.205,0.283
1822,,3600810069701,3412,8169701,69701,81,36,"Census Tract 697.01, Queens County, New York",Queens County,New York,2010-2014,,0,0.003,0.008,0.018,0.004,0,0,0.005,0.038,0.005,0,0,0,0,0,0.027,0.008,0.205,0.003,0.014,0.003,0.005,0,0.008,0.002,0.012,0.008,0.011,0.143,0.003,0,0,0.002,0.003,0,0,0,0.021,0.182,0.261
1823,,3600810069702,3355,8169702,69702,81,36,"Census Tract 697.02, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0.023,0.007,0.021,0,0,0,0.013,0.002,0,0,0.002,0,0,0.03,0.004,0.253,0.012,0.022,0,0.01,0,0,0,0.005,0,0.01,0.174,0.007,0,0,0.002,0.028,0,0.001,0,0,0.036,0.335
1824,,3600810070300,1515,8170300,70300,81,36,"Census Tract 703, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.018,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0.065,0.029,0.022,0,0,0,0.067,0,0,0,0.007,0.103,0.011,0,0,0,0,0,0.013,0,0.012,0.19,0.449
1825,,3600810070700,2151,8170700,70700,81,36,"Census Tract 707, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.013,0,0.002,0,0,0.012,0.004,0.005,0,0,0.007,0,0,0.007,0.006,0.278,0.019,0,0,0.008,0,0,0.003,0.011,0.033,0.025,0.04,0.01,0,0,0,0.006,0,0.012,0,0,0.163,0.338
1826,,3600810070900,2414,8170900,70900,81,36,"Census Tract 709, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.013,0.01,0.004,0,0,0.042,0.008,0,0,0,0,0,0,0,0.017,0.28,0,0,0,0,0,0.048,0.011,0.012,0.013,0.019,0.091,0.01,0.007,0,0,0,0,0.005,0,0.008,0.049,0.351
1827,,3600810071100,5293,8171100,71100,81,36,"Census Tract 711, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.077,0.003,0.006,0,0,0,0.003,0.003,0,0,0,0,0,0,0.038,0.128,0.003,0.038,0,0.001,0,0.001,0,0,0,0.026,0.048,0,0,0.007,0.006,0.011,0.022,0.003,0,0.025,0.088,0.46
1828,,3600810071303,4953,8171303,71303,81,36,"Census Tract 713.03, Queens County, New York",Queens County,New York,2010-2014,,0.003,0,0.046,0.004,0.016,0,0,0,0,0,0,0,0,0,0,0,0.003,0.093,0.035,0.001,0,0.033,0,0,0,0,0,0,0.076,0.003,0,0,0,0.004,0,0.013,0.002,0.003,0.155,0.511
1829,,3600810071304,5830,8171304,71304,81,36,"Census Tract 713.04, Queens County, New York",Queens County,New York,2010-2014,,0.042,0,0.023,0,0,0.011,0,0,0.008,0,0,0,0,0,0,0.013,0.007,0.084,0.003,0,0,0.026,0,0.022,0,0,0,0.003,0.305,0,0,0,0.003,0,0,0,0,0.012,0.104,0.334
1830,,3600810071305,4515,8171305,71305,81,36,"Census Tract 713.05, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.055,0.013,0,0,0,0,0.014,0.013,0,0,0,0,0,0,0.016,0.087,0,0.084,0.015,0.049,0,0.021,0.006,0,0,0,0.047,0,0,0,0,0.011,0,0,0,0.013,0.154,0.403
1831,,3600810071306,5856,8171306,71306,81,36,"Census Tract 713.06, Queens County, New York",Queens County,New York,2010-2014,,0.028,0.008,0.019,0.003,0,0,0,0.027,0.035,0,0,0,0,0,0,0.002,0.011,0.094,0.018,0,0,0.013,0,0.004,0.013,0.036,0.017,0.004,0.135,0,0,0,0.005,0.005,0.006,0.005,0,0,0.199,0.313
1832,,3600810071701,4998,8171701,71701,81,36,"Census Tract 717.01, Queens County, New York",Queens County,New York,2010-2014,,0.005,0,0.018,0.007,0.005,0,0,0,0.005,0.002,0.004,0,0,0,0,0.003,0.002,0.09,0.046,0.003,0.007,0.07,0,0.07,0.008,0,0.002,0.012,0.287,0,0,0,0.002,0.011,0,0.004,0,0.009,0.101,0.228
1833,,3600810071702,3279,8171702,71702,81,36,"Census Tract 717.02, Queens County, New York",Queens County,New York,2010-2014,,0,0.007,0.005,0.028,0.007,0,0,0,0.012,0.008,0,0,0,0,0,0.01,0,0.14,0.02,0.019,0.013,0.063,0.017,0.005,0.008,0.005,0.02,0.019,0.168,0.006,0,0,0,0.002,0.003,0,0,0.011,0.163,0.24
1834,,3600810071900,2303,8171900,71900,81,36,"Census Tract 719, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.005,0.043,0,0,0.003,0,0,0,0,0.132,0,0.034,0,0.008,0,0.036,0,0.005,0,0,0.322,0,0,0,0,0,0,0,0,0.003,0.129,0.281
1835,,3600810072100,4309,8172100,72100,81,36,"Census Tract 721, Queens County, New York",Queens County,New York,2010-2014,,0.005,0,0.011,0.009,0,0,0,0.024,0.005,0,0,0,0,0,0,0.015,0,0.123,0.031,0.02,0,0.015,0.008,0.007,0,0,0.007,0.003,0.296,0,0,0,0.006,0,0.014,0,0,0.007,0.157,0.238
1836,,3600810072300,1788,8172300,72300,81,36,"Census Tract 723, Queens County, New York",Queens County,New York,2010-2014,,0,0.008,0.062,0.013,0.013,0,0,0,0,0.002,0,0,0.015,0,0,0.02,0,0.117,0.061,0,0,0,0.013,0.003,0.009,0.004,0,0.017,0.032,0.026,0,0,0.003,0.021,0.004,0.008,0,0.02,0.053,0.477
1837,,3600810072900,1124,8172900,72900,81,36,"Census Tract 729, Queens County, New York",Queens County,New York,2010-2014,,0.012,0,0.012,0,0.034,0,0,0,0.031,0.006,0,0,0,0,0,0.007,0.015,0.226,0,0.021,0,0.01,0,0.018,0.011,0.006,0,0.009,0.002,0,0.005,0,0,0.004,0.004,0,0,0.017,0.055,0.493
1838,,3600810073100,1466,8173100,73100,81,36,"Census Tract 731, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.012,0,0,0.004,0,0.02,0.008,0,0,0,0,0,0.038,0.16,0.007,0,0,0,0,0,0.01,0,0,0.016,0.048,0,0,0,0,0.003,0,0.022,0,0,0.079,0.571
1839,,3600810073700,1681,8173700,73700,81,36,"Census Tract 737, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.036,0.005,0.011,0,0,0,0,0.02,0,0,0,0,0,0.024,0.017,0.045,0.015,0.001,0.011,0.012,0,0.005,0,0.001,0,0.011,0.034,0,0,0,0,0.004,0.046,0.023,0,0.055,0.074,0.551
1840,,3600810073900,5045,8173900,73900,81,36,"Census Tract 739, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.037,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0.006,0.098,0.039,0,0.023,0.01,0.004,0,0.008,0,0.005,0.015,0.036,0.003,0,0,0.003,0.008,0,0.003,0.009,0.003,0.148,0.536
1841,,3600810074100,2799,8174100,74100,81,36,"Census Tract 741, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.024,0,0.003,0,0,0,0.01,0.017,0.005,0,0,0,0,0.066,0.012,0.077,0.025,0,0,0,0,0,0.008,0.003,0,0.02,0.158,0,0,0,0,0.006,0.006,0.005,0,0.017,0.111,0.425
1842,,3600810074300,4486,8174300,74300,81,36,"Census Tract 743, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0.032,0.004,0.002,0,0,0.01,0.005,0.028,0,0,0,0,0,0.011,0.019,0.127,0.011,0.016,0,0.009,0.008,0.011,0.004,0.007,0,0.004,0.404,0,0,0,0,0.002,0,0,0,0.004,0.15,0.131
1843,,3600810074500,3673,8174500,74500,81,36,"Census Tract 745, Queens County, New York",Queens County,New York,2010-2014,,0.017,0,0.019,0,0.004,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0.096,0.011,0.037,0,0.004,0.01,0.002,0.004,0,0,0.023,0.392,0,0,0,0,0,0,0,0.006,0,0.136,0.208
1844,,3600810074700,3076,8174700,74700,81,36,"Census Tract 747, Queens County, New York",Queens County,New York,2010-2014,,0.011,0,0.01,0.008,0,0,0,0,0.01,0.022,0,0,0,0,0,0.032,0,0.163,0,0.036,0.036,0.11,0.041,0.007,0,0,0,0,0.183,0,0,0,0,0,0,0.005,0.064,0.011,0.087,0.163
1845,,3600810074900,1561,8174900,74900,81,36,"Census Tract 749, Queens County, New York",Queens County,New York,2010-2014,,0.106,0,0.003,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0.048,0.003,0.053,0.037,0.011,0.046,0,0,0,0,0,0,0.018,0.009,0.013,0,0,0,0.006,0,0.015,0,0.038,0.053,0.535
1846,,3600810075701,4789,8175701,75701,81,36,"Census Tract 757.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.009,0,0,0,0,0.004,0.02,0,0,0,0,0,0,0.008,0.015,0.165,0.004,0.027,0,0.014,0,0,0,0,0.007,0.011,0.129,0,0,0,0,0,0,0.011,0,0.017,0.089,0.471
1847,,3600810075702,4178,8175702,75702,81,36,"Census Tract 757.02, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.01,0.001,0,0,0,0,0.01,0.006,0,0,0.003,0,0,0,0.041,0.095,0.022,0,0,0,0,0,0,0.009,0,0.016,0.059,0.004,0.007,0,0.003,0.005,0,0.018,0,0.015,0.065,0.612
1848,,3600810076901,3463,8176901,76901,81,36,"Census Tract 769.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0.025,0.01,0.103,0,0,0,0.012,0,0.015,0,0.005,0,0,0.041,0,0,0,0,0.004,0.005,0,0,0.026,0.086,0.608
1849,,3600810076902,1320,8176902,76902,81,36,"Census Tract 769.02, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.052,0,0,0,0,0,0,0.033,0,0,0.004,0,0.005,0.009,0.085,0.088,0,0.005,0,0.005,0,0.008,0.005,0,0,0.005,0.04,0,0,0,0,0.009,0,0.009,0.029,0.036,0.045,0.527
1850,,3600810077300,1950,8177300,77300,81,36,"Census Tract 773, Queens County, New York",Queens County,New York,2010-2014,,0,0.011,0.031,0.009,0.01,0,0,0,0.009,0.005,0,0,0,0,0,0.011,0.013,0.179,0.026,0,0,0.048,0,0.008,0.004,0,0,0.005,0.077,0,0,0,0,0.012,0.006,0.019,0.048,0.009,0.106,0.354
1851,,3600810077500,1923,8177500,77500,81,36,"Census Tract 775, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.131,0.006,0.004,0,0,0,0.006,0,0,0,0,0,0.005,0,0,0.005,0.008,0.014,0,0,0,0.029,0,0.007,0,0,0.126,0,0.005,0,0,0,0,0.019,0,0.022,0.132,0.482
1852,,3600810077902,4652,8177902,77902,81,36,"Census Tract 779.02, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0.158,0,0.028,0,0,0.005,0.009,0.005,0,0,0,0,0,0.007,0,0.029,0.002,0.003,0,0,0,0,0,0,0,0.002,0.1,0,0,0,0.023,0.002,0,0.004,0.003,0.002,0.043,0.574
1853,,3600810077903,2692,8177903,77903,81,36,"Census Tract 779.03, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.025,0.006,0.007,0,0,0,0,0,0,0,0,0,0,0.012,0,0.103,0.082,0,0,0.024,0.091,0.013,0,0,0.023,0.037,0,0,0,0,0,0,0,0.012,0,0.013,0.172,0.38
1854,,3600810077904,5611,8177904,77904,81,36,"Census Tract 779.04, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0.096,0.013,0,0,0,0,0.042,0.005,0,0,0,0,0,0.012,0,0.103,0.004,0.043,0,0.016,0.024,0,0,0,0.002,0.01,0.122,0.008,0,0,0.008,0.007,0,0.002,0,0.018,0.142,0.319
1855,,3600810077905,2393,8177905,77905,81,36,"Census Tract 779.05, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.022,0,0.003,0,0,0.033,0.019,0,0,0,0,0,0.034,0.01,0,0.135,0,0.01,0.017,0.009,0,0,0,0.039,0,0,0.062,0.005,0,0,0,0.005,0.006,0.003,0,0.008,0.078,0.504
1856,,3600810077906,3005,8177906,77906,81,36,"Census Tract 779.06, Queens County, New York",Queens County,New York,2010-2014,,0,0.003,0.045,0.005,0,0,0,0.014,0,0,0,0,0.025,0,0,0,0,0.186,0,0,0,0,0,0.004,0,0.005,0,0,0.027,0,0,0,0.016,0,0,0,0,0.009,0.151,0.51
1857,,3600810077907,2687,8177907,77907,81,36,"Census Tract 779.07, Queens County, New York",Queens County,New York,2010-2014,,0,0.003,0.157,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0.035,0.014,0,0.036,0,0,0.036,0,0,0.008,0,0.075,0,0,0,0.02,0,0,0.007,0,0,0.133,0.468
1858,,3600810077908,3770,8177908,77908,81,36,"Census Tract 779.08, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0.01,0.001,0,0,0,0,0.015,0.014,0,0,0,0,0,0.043,0,0.008,0.115,0.021,0.166,0,0,0.035,0,0,0,0,0.046,0,0,0,0,0,0,0,0.008,0,0.123,0.393
1859,,3600810078800,1568,8178800,78800,81,36,"Census Tract 788, Queens County, New York",Queens County,New York,2010-2014,,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004,0.04,0,0.036,0.863
1860,,3600810079000,2173,8179000,79000,81,36,"Census Tract 790, Queens County, New York",Queens County,New York,2010-2014,,0,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.002,0.072,0.854
1861,,3600810079200,2177,8179200,79200,81,36,"Census Tract 792, Queens County, New York",Queens County,New York,2010-2014,,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.004,0.05,0.837
1862,,3600810079701,6457,8179701,79701,81,36,"Census Tract 797.01, Queens County, New York",Queens County,New York,2010-2014,,0,0.003,0,0,0,0,0,0,0.002,0.025,0,0,0,0,0,0.045,0.009,0.414,0.002,0.065,0.084,0.068,0.056,0,0,0,0,0,0.024,0,0,0,0,0.006,0,0,0.015,0.004,0.078,0.101
1863,,3600810079702,4427,8179702,79702,81,36,"Census Tract 797.02, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.653,0,0.071,0.002,0.013,0.075,0,0,0,0,0,0,0.006,0,0,0,0,0.012,0,0,0,0.108,0.049
1864,,3600810079900,3371,8179900,79900,81,36,"Census Tract 799, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0.045,0,0.532,0,0,0.022,0.014,0,0,0.002,0,0,0,0,0.01,0,0,0,0,0,0.011,0.013,0.004,0.174,0.155
1865,,3600810080301,4128,8180301,80301,81,36,"Census Tract 803.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.037,0.006,0,0,0,0,0,0.007,0,0.462,0.03,0,0.011,0.011,0,0.014,0.002,0,0.003,0,0,0.005,0,0,0,0,0,0.049,0,0,0.226,0.138
1866,,3600810080302,3270,8180302,80302,81,36,"Census Tract 803.02, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.002,0.056,0,0,0,0,0.01,0.02,0,0,0,0,0,0.011,0,0.272,0,0,0.018,0.023,0.004,0,0,0.006,0.032,0.053,0.01,0.011,0,0,0,0,0.001,0.005,0,0.007,0.22,0.238
1867,,3600810080900,7001,8180900,80900,81,36,"Census Tract 809, Queens County, New York",Queens County,New York,2010-2014,,0,0.004,0.038,0.001,0,0,0,0,0.01,0.003,0,0,0,0,0,0,0,0.193,0,0.018,0.007,0.005,0,0.007,0,0,0,0,0.052,0,0,0,0.002,0.004,0.006,0.014,0.01,0.013,0.135,0.477
1868,,3600810081400,3542,8181400,81400,81,36,"Census Tract 814, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.148,0.827
1869,,3600810081800,4231,8181800,81800,81,36,"Census Tract 818, Queens County, New York",Queens County,New York,2010-2014,,0.01,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0.013,0.009,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.026,0.225,0.677
1870,,3600810083700,5460,8183700,83700,81,36,"Census Tract 837, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.005,0,0,0,0,0.008,0.05,0,0.008,0,0,0,0.005,0,0.647,0,0.018,0,0.012,0.004,0,0,0,0,0.021,0,0.001,0,0.002,0,0.003,0,0.016,0,0.016,0.076,0.108
1871,,3600810083800,5783,8183800,83800,81,36,"Census Tract 838, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.004,0.004,0,0,0,0,0,0,0,0,0,0.095,0,0.028,0,0,0,0.003,0,0,0,0,0,0,0,0,0.004,0.013,0,0.002,0.246,0.601
1872,,3600810084000,5843,8184000,84000,81,36,"Census Tract 840, Queens County, New York",Queens County,New York,2010-2014,,0,0.008,0,0.015,0,0,0,0,0,0.013,0.028,0,0,0,0,0,0,0.002,0.001,0.112,0.003,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.006,0.02,0.165,0.602
1873,,3600810084500,4750,8184500,84500,81,36,"Census Tract 845, Queens County, New York",Queens County,New York,2010-2014,,0,0,0.001,0.035,0,0,0,0,0.015,0.009,0.008,0,0,0,0,0.057,0,0.54,0,0,0.014,0.007,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0.021,0.014,0.076,0.188
1874,,3600810084601,2525,8184601,84601,81,36,"Census Tract 846.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.096,0,0,0,0,0,0.016,0.002,0,0,0,0,0,0,0.006,0,0.021,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.009,0,0.002,0.255,0.583
1875,,3600810084602,1093,8184602,84602,81,36,"Census Tract 846.02, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.02,0,0,0.27,0.613
1876,,3600810084900,7245,8184900,84900,81,36,"Census Tract 849, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,0.021,0,0.689,0.014,0.003,0.012,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.135,0.103
1877,,3600810085300,4538,8185300,85300,81,36,"Census Tract 853, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.003,0.756,0,0.011,0.017,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0.065,0.098
1878,,3600810085500,6352,8185500,85500,81,36,"Census Tract 855, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0.015,0.095,0,0.006,0,0,0,0,0.09,0.002,0.403,0.004,0.014,0,0.006,0.003,0,0.003,0,0,0,0.002,0,0,0,0,0,0,0,0.002,0,0.188,0.167
1879,,3600810085700,5501,8185700,85700,81,36,"Census Tract 857, Queens County, New York",Queens County,New York,2010-2014,,0,0.002,0,0,0.001,0,0,0,0,0.01,0,0,0,0,0,0.003,0.003,0.441,0,0.13,0.048,0.017,0.001,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,0.008,0.002,0.184,0.147
1880,,3600810085900,5155,8185900,85900,81,36,"Census Tract 859, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.002,0.011,0,0,0,0.005,0,0,0,0,0,0.022,0,0.566,0,0.028,0.004,0,0.022,0,0,0,0,0.003,0.04,0.003,0,0,0.005,0.005,0,0,0,0,0.119,0.164
1881,,3600810086100,2383,8186100,86100,81,36,"Census Tract 861, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.033,0.01,0,0,0,0,0,0.051,0,0.591,0,0,0.015,0,0,0,0,0,0,0.006,0.01,0,0,0,0,0.003,0,0,0,0,0.144,0.137
1882,,3600810086300,6497,8186300,86300,81,36,"Census Tract 863, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.01,0,0,0,0.003,0.002,0.003,0,0,0.007,0,0,0.165,0.005,0.475,0,0.047,0.022,0,0.006,0,0,0.002,0,0,0.005,0.003,0,0,0,0,0,0.002,0.002,0.004,0.164,0.076
1883,,3600810086400,2568,8186400,86400,81,36,"Census Tract 864, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.001,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.022,0.047,0,0.014,0,0.017,0,0,0,0.007,0,0,0,0,0,0,0.006,0.036,0,0,0.315,0.531
1884,,3600810086500,4231,8186500,86500,81,36,"Census Tract 865, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.004,0,0,0,0,0.027,0,0,0,0,0,0,0.234,0.015,0.382,0.01,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0.01,0,0,0.09,0.173
1885,,3600810086900,1906,8186900,86900,81,36,"Census Tract 869, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0.008,0,0,0,0.005,0,0,0,0,0,0,0.187,0.025,0.548,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.097
1886,,3600810087100,2093,8187100,87100,81,36,"Census Tract 871, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.003,0.342,0.051,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0.249,0.347
1887,,3600810088400,7176,8188400,88400,81,36,"Census Tract 884, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.002,0.004,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.021,0.029,0.024,0,0,0,0,0,0.121,0,0,0.089,0.705
1888,,3600810088901,10233,8188901,88901,81,36,"Census Tract 889.01, Queens County, New York",Queens County,New York,2010-2014,,0,0,0,0.011,0.005,0,0,0,0.011,0,0,0,0,0,0,0.084,0,0.385,0.015,0.012,0,0.005,0,0,0,0,0,0.005,0.012,0.009,0,0,0.002,0,0,0.006,0,0,0.174,0.265
