cartodb_id,the_geom,gisjoin,total,cnty_trct,tracta,countya,statea,name,county,state,year,field_2,otherunspecified,africanlanguages,hebrew,arabic,hungarian,othernorthamericanindian,navajo,otherpacificisland,tagalog,otherasian,vietnamese,laotian,thai,hmong,mon_khmer,korean,japanese,chinese,otherindo_european,otherindic,urdu,hindi,gujarati,persian,armenian,otherslavic,serbo_croatian,polish,russian,greek,scandinavian,otherwestgermanic,yiddish,german,portuguese,italian,frenchcreole,french,spanish,onlyenglish
1,,3600050000100,8430,5100,100,5,36,"Census Tract 1, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.001,0,0.003,0,0,0,0,0,0,0,0,0.002,0,0,0.002,0,0.004,0.004,0.002,0,0,0,0,0,0,0,0.001,0.005,0,0,0,0,0,0.001,0.002,0.008,0,0.308,0.659
2,,3600050000200,4854,5200,200,5,36,"Census Tract 2, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0.034,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,0.367
3,,3600050000400,5289,5400,400,5,36,"Census Tract 4, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.018,0.502,0.473
4,,3600050001600,4963,51600,1600,5,36,"Census Tract 16, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.551,0.402
5,,3600050001900,2392,51900,1900,5,36,"Census Tract 19, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0.015,0,0,0.026,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.004,0,0,0.014,0.024,0.545,0.37
6,,3600050002000,8387,52000,2000,5,36,"Census Tract 20, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.005,0,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.005,0.49,0.49
7,,3600050002300,4450,52300,2300,5,36,"Census Tract 23, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.606,0.37
8,,3600050002500,4684,52500,2500,5,36,"Census Tract 25, Bronx County, New York",Bronx County,New York,2010-2014,,0.002,0.001,0,0,0,0,0,0,0.001,0.008,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0.003,0.673,0.275
9,,3600050002701,2927,52701,2701,5,36,"Census Tract 27.01, Bronx County, New York",Bronx County,New York,2010-2014,,0.015,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0.572,0.332
10,,3600050002702,4380,52702,2702,5,36,"Census Tract 27.02, Bronx County, New York",Bronx County,New York,2010-2014,,0.021,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.591,0.383
11,,3600050002800,5442,52800,2800,5,36,"Census Tract 28, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.053,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0.711
12,,3600050003100,1428,53100,3100,5,36,"Census Tract 31, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.057,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.682,0.182
13,,3600050003300,3543,53300,3300,5,36,"Census Tract 33, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.36
14,,3600050003500,3411,53500,3500,5,36,"Census Tract 35, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0.011,0.649,0.291
15,,3600050003700,181,53700,3700,5,36,"Census Tract 37, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,0,0,0,0.464,0.381
16,,3600050003800,1176,53800,3800,5,36,"Census Tract 38, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.379,0.522
17,,3600050003900,5680,53900,3900,5,36,"Census Tract 39, Bronx County, New York",Bronx County,New York,2010-2014,,0.016,0.004,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.731,0.242
18,,3600050004001,1445,54001,4001,5,36,"Census Tract 40.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.089,0,0.131,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.009,0,0,0.217,0.388
19,,3600050004100,5975,54100,4100,5,36,"Census Tract 41, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.561,0.43
20,,3600050004200,7166,54200,4200,5,36,"Census Tract 42, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.355,0.617
21,,3600050004300,5149,54300,4300,5,36,"Census Tract 43, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.649,0.33
22,,3600050004400,4503,54400,4400,5,36,"Census Tract 44, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0.511
23,,3600050004600,1544,54600,4600,5,36,"Census Tract 46, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,0.463
24,,3600050004800,3622,54800,4800,5,36,"Census Tract 48, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.023,0,0.005,0,0,0,0,0,0.001,0.011,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.004,0,0.662,0.271
25,,3600050005001,4670,55001,5001,5,36,"Census Tract 50.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.013,0.535,0.414
26,,3600050005002,5315,55002,5002,5,36,"Census Tract 50.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.018,0,0.019,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.014,0.708,0.21
27,,3600050005100,5294,55100,5100,5,36,"Census Tract 51, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.438
28,,3600050005200,2004,55200,5200,5,36,"Census Tract 52, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.002,0.648,0.33
29,,3600050005300,2912,55300,5300,5,36,"Census Tract 53, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.343,0.619
30,,3600050005400,5855,55400,5400,5,36,"Census Tract 54, Bronx County, New York",Bronx County,New York,2010-2014,,0.002,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.043,0.642,0.299
31,,3600050005600,2124,55600,5600,5,36,"Census Tract 56, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.014,0.008,0.58,0.385
32,,3600050005902,2638,55902,5902,5,36,"Census Tract 59.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.004,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0.665,0.318
33,,3600050006000,1103,56000,6000,5,36,"Census Tract 60, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.024,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.618,0.332
34,,3600050006100,3804,56100,6100,5,36,"Census Tract 61, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.005,0,0.004,0,0,0,0,0.008,0,0.12,0.82
35,,3600050006200,7089,56200,6200,5,36,"Census Tract 62, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0.626,0.348
36,,3600050006300,4306,56300,6300,5,36,"Census Tract 63, Bronx County, New York",Bronx County,New York,2010-2014,,0.003,0.017,0,0.002,0,0,0,0.004,0.005,0,0,0,0,0,0,0,0,0.058,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.573,0.3
37,,3600050006400,3174,56400,6400,5,36,"Census Tract 64, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.006,0.49,0.425
38,,3600050006500,5347,56500,6500,5,36,"Census Tract 65, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.045,0,0.045,0,0,0,0,0.003,0,0,0,0,0,0,0.001,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0.012,0.548,0.339
39,,3600050006700,7057,56700,6700,5,36,"Census Tract 67, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.658,0.231
40,,3600050006800,2744,56800,6800,5,36,"Census Tract 68, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.01,0.508,0.401
41,,3600050006900,6736,56900,6900,5,36,"Census Tract 69, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.101,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.001,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.55,0.321
42,,3600050007000,4219,57000,7000,5,36,"Census Tract 70, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.031,0.555,0.371
43,,3600050007100,2171,57100,7100,5,36,"Census Tract 71, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.012,0.545,0.419
44,,3600050007200,5394,57200,7200,5,36,"Census Tract 72, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.001,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.008,0,0.161,0.001,0.005,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0.002,0.002,0,0.491,0.286
45,,3600050007300,3418,57300,7300,5,36,"Census Tract 73, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.023,0.6,0.321
46,,3600050007400,3575,57400,7400,5,36,"Census Tract 74, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.015,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0.447
47,,3600050007500,4494,57500,7500,5,36,"Census Tract 75, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0.002,0.011,0.592,0.381
48,,3600050007600,5214,57600,7600,5,36,"Census Tract 76, Bronx County, New York",Bronx County,New York,2010-2014,,0.014,0.009,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.604,0.323
49,,3600050007700,1749,57700,7700,5,36,"Census Tract 77, Bronx County, New York",Bronx County,New York,2010-2014,,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.634,0.322
50,,3600050007800,6180,57800,7800,5,36,"Census Tract 78, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.029,0,0.033,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.035,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.506,0.341
51,,3600050007900,5319,57900,7900,5,36,"Census Tract 79, Bronx County, New York",Bronx County,New York,2010-2014,,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.004,0.676,0.303
52,,3600050008300,5472,58300,8300,5,36,"Census Tract 83, Bronx County, New York",Bronx County,New York,2010-2014,,0.005,0.012,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.717,0.2
53,,3600050008400,2260,58400,8400,5,36,"Census Tract 84, Bronx County, New York",Bronx County,New York,2010-2014,,0.009,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.015,0.524,0.412
54,,3600050008500,5785,58500,8500,5,36,"Census Tract 85, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.054,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.003,0.735,0.193
55,,3600050008600,3754,58600,8600,5,36,"Census Tract 86, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.448
56,,3600050008700,6008,58700,8700,5,36,"Census Tract 87, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.707,0.275
57,,3600050008900,3245,58900,8900,5,36,"Census Tract 89, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661,0.307
58,,3600050009000,3637,59000,9000,5,36,"Census Tract 90, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.003,0.009,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549,0.426
59,,3600050009200,4922,59200,9200,5,36,"Census Tract 92, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.012,0,0.005,0,0,0,0,0.007,0.003,0,0,0,0,0,0,0,0.045,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.005,0.002,0.003,0.537,0.289
60,,3600050009300,5885,59300,9300,5,36,"Census Tract 93, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.039,0.616,0.307
61,,3600050009600,2332,59600,9600,5,36,"Census Tract 96, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.006,0,0.006,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.009,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.024,0,0.472,0.311
62,,3600050009800,4618,59800,9800,5,36,"Census Tract 98, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.008,0.003,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0.006,0.487,0.452
63,,3600050011000,205,511000,11000,5,36,"Census Tract 110, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64,,3600050011502,4035,511502,11502,5,36,"Census Tract 115.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.025,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.016,0.618,0.323
65,,3600050011700,1444,511700,11700,5,36,"Census Tract 117, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.431
66,,3600050011800,5137,511800,11800,5,36,"Census Tract 118, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0.004,0,0,0,0,0,0.015,0.003,0,0,0.008,0,0,0.007,0,0.006,0.007,0.002,0,0,0,0,0,0,0,0,0,0.009,0.003,0,0,0.007,0,0.035,0.002,0.011,0.106,0.777
67,,3600050011900,4969,511900,11900,5,36,"Census Tract 119, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.028,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.015,0.624,0.325
68,,3600050012101,2877,512101,12101,5,36,"Census Tract 121.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.683,0.208
69,,3600050012102,1336,512102,12102,5,36,"Census Tract 121.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741,0.259
70,,3600050012300,3652,512300,12300,5,36,"Census Tract 123, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0.009,0.002,0.577,0.377
71,,3600050012500,3617,512500,12500,5,36,"Census Tract 125, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0.537,0.392
72,,3600050012701,1956,512701,12701,5,36,"Census Tract 127.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0.003,0,0,0.666,0.286
73,,3600050012901,3439,512901,12901,5,36,"Census Tract 129.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.031,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0.017,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.001,0.029,0.479,0.427
74,,3600050013000,1308,513000,13000,5,36,"Census Tract 130, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0.038,0,0,0.259,0.692
75,,3600050013100,4496,513100,13100,5,36,"Census Tract 131, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0.018,0.591,0.34
76,,3600050013200,6872,513200,13200,5,36,"Census Tract 132, Bronx County, New York",Bronx County,New York,2010-2014,,0,0,0,0,0,0,0,0,0.002,0.008,0,0,0,0,0,0,0,0.011,0.007,0.01,0.034,0,0,0,0,0,0,0,0,0.012,0,0.005,0,0.002,0,0.009,0,0,0.406,0.492
77,,3600050013300,6531,513300,13300,5,36,"Census Tract 133, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.58,0.367
78,,3600050013500,3685,513500,13500,5,36,"Census Tract 135, Bronx County, New York",Bronx County,New York,2010-2014,,0.003,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.028,0.618,0.323
79,,3600050013800,3005,513800,13800,5,36,"Census Tract 138, Bronx County, New York",Bronx County,New York,2010-2014,,0.003,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.052,0,0,0,0,0,0,0.015,0.01,0,0,0,0,0.003,0,0.003,0,0.032,0,0,0.147,0.705
80,,3600050014100,4202,514100,14100,5,36,"Census Tract 141, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.002,0.025,0.553,0.333
81,,3600050014300,869,514300,14300,5,36,"Census Tract 143, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.404,0.357
82,,3600050014400,5590,514400,14400,5,36,"Census Tract 144, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434,0.504
83,,3600050014500,6076,514500,14500,5,36,"Census Tract 145, Bronx County, New York",Bronx County,New York,2010-2014,,0.003,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.027,0.435,0.495
84,,3600050014701,6576,514701,14701,5,36,"Census Tract 147.01, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.497,0.463
85,,3600050014702,4503,514702,14702,5,36,"Census Tract 147.02, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.465,0.384
86,,3600050014900,3997,514900,14900,5,36,"Census Tract 149, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.004,0.516,0.371
87,,3600050015100,5225,515100,15100,5,36,"Census Tract 151, Bronx County, New York",Bronx County,New York,2010-2014,,0.014,0.07,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.027,0.545,0.304
88,,3600050015200,2758,515200,15200,5,36,"Census Tract 152, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.018,0,0.001,0,0.002,0,0,0.029,0,0,0,0,0,0,0,0,0.007,0,0.032,0,0,0,0,0,0.002,0,0.002,0.016,0,0,0,0,0.003,0.005,0.048,0,0,0.417,0.42
89,,3600050015300,3991,515300,15300,5,36,"Census Tract 153, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.042,0,0.005,0,0,0,0,0,0,0,0,0.007,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0.051,0.454,0.432
90,,3600050015500,2761,515500,15500,5,36,"Census Tract 155, Bronx County, New York",Bronx County,New York,2010-2014,,0.02,0.017,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.637,0.294
91,,3600050015700,3305,515700,15700,5,36,"Census Tract 157, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.078,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0.502,0.393
92,,3600050015800,1133,515800,15800,5,36,"Census Tract 158, Bronx County, New York",Bronx County,New York,2010-2014,,0,0.007,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0.049,0,0,0.298,0.561
